â,آ
ıtk,عتق
ıtknâme,عتق نامه
ıtlak,اطلاق
ıtnâb,اطناب
ıtr,عطر
ıtrî,عطری
ıtriyyât,عطریات
ıttılâ',اطلاع
ıttılâât,اطلاعات
ıttırad,اطراد
ıyâdet,عيادت
ıyâl,عيال
ız'âf,اضعاف
ızdırap,اضطراب
ızlâl,اضلال
ızlâl,اظلال
ızrâr,اضرار
ıztırâb,اضطراب
ıztırâbâver,اضطراب آور
ıztırâr,اضطرار
ıztırârî,اضطراری
iâde,اعاده
iâdeten,اعادة
iânât,اعانات
iâne,اعانه
iâşe,اعاشه
ibâ',اباء
ibâd,عباد
ib'âd,ابعاد
ibâdât,عبادات
ibâdet,عبادت
ibadetgâh,عبادتگاه
ibâdethâne,عبادت خانه
ibâdullah,عباداﷲ
ibâhat,اباحت
ibâhî,اباحى
ibârât,عبارات
ibâre,عباره
ibâret,عبارت
ibâte,اباته
ibdâ',ابداع
ibdâ'kâr,ابداعكار
ibhâm,ابهام
ibhâmât,ابهامات
ibkâ,ابقا
ibkâen,ابقاء
ibl,ابل
iblâğ,ابلاغ
iblîs,ابليس
iblîsâne,ابليسانه
ibn,ابن
ibrâ',ابراء
ibrâm,ابرام
ibrânâme,ابرانامه
ibrâz,ابراز
ibre,ابره
ibret,عبرت
ibretâmîz,عبرت آميز
ibretbahş,عبرت بخش
ibreten,عبرة
ibrîk,ابریق
ibrişim,ابریشم
ibtâl,ابطال
ibtidâ,ابتدا
ibtidâ'î,ابتدائى
ibtidâr,ابتدار
ibtihâc,ابتهاج
ibtilâ,ابتلا
ibtinâ,ابتنا
ibtinâ'en,ابتناء
ibzâr,ابزار
îcâb,ایجاب
îcâbât,ایجابات
icâbet,اجابت
îcâd,ایجاد
icâleten,عجالة
îcâr,ایجار
icâre,اجاره
i'câz,اعجاز
îcâz,ایجاز
icâzet,اجازت
icâzetnâme,اجازت نامه
icbâr,اجبار
iclâl,اجلال
icmâ',اجماع
icmâl,اجمال
icmâlen,اجمالا
icmâlî,اجمالى
icrâ,اجرا
icrâât,اجراآت
ictihâd,اجتهاد
ictimâ',اجتماع
ictimâât,اجتماعات
ictimâî,اجتماعى
ictimâiyyât,اجتماعيات
ictimâiyyûn,اجتماعيون
ictinâb,اجتناب
ictisâr,اجتسار
îd,عيد
i'dâdî,اعدادی
i'dâm,اعدام
idâme,ادامه
idâre,اداره
idârehâne,اداره خانه
idâre-i maslahat,اداره مصلحت
idâre-i örfiyye,اداره عرفيه
idârî,اداری
idbâr,ادبار
iddiâ,ادعا
idhâl,ادخال
idhâlât,ادخالات
îd-i adhâ,عيد اضحى
îd-i fıtr,عيد فطر
îdiyye,عيدیه
idmân,ادمان
idrâk,ادراک
idrâr,ادرار
îfâ,ایفا
ifâdât,افادات
ifâde,افاده
ifâkat,افاقت
îfâ-yı vazife,ایفای وظيفه
ifâze,افاضه
iffet,عفت
ifhâm,افهام
iflâh,افلاح
iflâs,افلاس
ifnâ,افنا
ifrâğ,افراغ
ifrât,افراط
ifrâtkâr,افراطكار
ifratperestî,افراط پرستى
ifrâz,افراز
ifrâzât,افراضات
ifrît,عفریت
ifsâd,افساد
ifşâ,افشا
ifşâât,افشاآت
iftâr,افطار
iftâriyye,افطاریه
iftihâr,افتخار
iftikâr,افتقار
iftirâ,افترا
iftirâk,افتراق
iftirâs,افتراس
iftitâh,افتتاح
iftizâh,افتضاح
iğbirâr,اغبرار
iğfâl,اغفال
iğlâk,اغلاق
iğlât,اغلاط
iğmâz,اغماض
iğnâ,اغنا
iğrâk,اغراق
iğtinâm,اغتنام
iğtişâş,اغتشاش
iğtişâşât,اغتشاشات
iğvâ,اغوا
ihâle,احاله
îhâm,ایهام
ihânet,اهانت
ihâta,احاطه
ihbâr,اخبار
ihbârnâme,اخبارنامه
ihdâ,اهدا
ihdâs,احداث
ihfâ,اخفا
ihfâf,اخفاف
ihkâk,احقاق
ihkâk-ı hak,احقاق حق
ihlâ,اخلا
ihlâk,اهلاک
ihlâl,اخلال
ihlâs,اخلاص
ihmâl,اهمال
ihmâlkâr,اهمالكار
ihrâc,اخراج
ihrâcât,اخراجات
ihrâk,احراق
ihrâm,احرام
ihrâz,احراز
ihsâ,احصا
ihsâî,احصائى
ihsâiyyât,احصائيات
ihsâiyye,احصائيه
ihsân,احسان
ihsâs,احساس
ihtâr,اخطار
ihticâc,احتجاج
ihtidâ,اهتدا
ihtifâ,اختفا
ihtifâl,احتفال
ihtikâr,احتكار
ihtilâc,اختلاج
ihtilâf,اختلاف
ihtilâfat,اختلافات
ihtilâl,اختلال
ihtilâlat,اختلالات
ihtilâm,احتلام
ihtilâs,اختلاس
ihtilât,اختلاط
ihtimâl,احتمال
ihtimal ki,احتمال كه
ihtimâlât,احتمالات
ihtimâm,اهتمام
ihtinâk,اختناق
ihtirâ,اختراع
ihtirâat,اختراعات
ihtirak,احتراق
ihtirâm,احترام
ihtirâmen,احتراما
ihtirâs,احتراص
ihtirâz,احتراز
ihtisâr,اختصار
ihtisâren,اختصارا
ihtisâs,اختصاص
ihtişâm,احتشام
ihtitâm,اختتام
ihtivâ,احتوا
ihtiyâc,احتياج
ihtiyâcât,احتياجات
ihtiyâl,احتيال
ihtiyâr,اختيار
ihtiyârî,اختياری
ihtiyât,احتياط
ihtiyâten,احتياطا
ihtiyatkâr,احتياط كار
ihtizâr,احتضار
ihtizâz,اهتزاز
ihvân,اخوان
ihyâ,احيا
ihzar,احضار
ihzâr,احضار
ihzârî,احضاری
îkâ,ایقا
ikâb,عقاب
ik'âd,اقعاد
ikâl,عقال
ikâme,اقامه
ikâmet,اقامت
ikâmetgah,اقامتگاه
îkâz,ایقاظ
ikbâl,اقبال
ikdâm,اقدام
iklîm,اقليم
ikmâl,اكمال
iknâ,اقناع
ikrâh,اكراه
ikrâhen,اكراها
ikrâm,اكرام
ikrâmiyye,اكراميه
ikrâr,اقرار
ikrâz,اقراض
iksîr,اكثير
iktibâs,اقتباس
iktibâsât,اقتباسات
iktidâ,اقتدا
iktidâr,اقتدار
iktifâ,اكتفا
iktihâl,اكتحال
iktirâh,اقتراه
iktirân,اقتران
iktisâ,اكتسا
iktisâb,اكتساب
iktisâd,اقتصاد
iktisâdî,اقتصادی
iktisâdiyyât,اقتصادیات
iktisâdiyyûn,اقتصادیون
iktisâr,اقتصار
iktitâf,اقتطاف
iktizâ,اقتضا
ilâ,الى
i'lâ,اعلا
ilâc,علاج
ilâcnâpezîr,علاج ناپذیر
ilâh,الخ
ilâh,اله
ilâhe,الهه
ilâhî,الهى
ilâhî,الهى
ilâhiyyât,الهيات
i'lâm,اعلام
i'lân,اعلان
ilânihâye,الى نهایه
ilâvât,علاوات
ilave,علاوه
ilâve,علاوه
ilâveten,علاوة
ilel,علل
ilelebed,الى الابد
ilgâ,الغا
ilhâd,الحاد
ilhâk,الحاق
ilhâm,الهام
ilhâmât,الهامات
ilim,علم
ilkâ,القا
ilkâh,القاح
illâ,الا
illet,علت
illî,على
illiyyet,عليت
ilm,علم
ilmî,علمى
ilmiyye,علميه
ilsâk,الصاق
iltibâs,التباس
ilticâ,التجا
ilticâgâh,التجاگاه
iltifat,التفات
iltihâb,التهاب
iltihak,التحاق
iltihâm,التهام
iltimâs,التماس
iltisâk,التصاق
iltiyâm,التيام
iltizâm,التزام
iltizâz,التذاذ
ilzâm,الزام
îmâ,ایما
imâd,عماد
imâl,اعمال
i'mâl,اعمال
imâle,اماله
imâm,امام
îmân,ایمان
i'mâr,اعمار
imâret,عمارت
imdâd,امداد
imhâ,امحا
imkân,امكان
imlâ,املا
imrâr,امرار
imsâk,امساک
imsâkiyye,امساكيه
imtihân,امتحان
imtinâ,امتناع
imtisâl,امتثال
imtiyâz,امتياز
imtizâc,امتزاج
în,این
inâd,عناد
in'âm,انعام
inân,عنان
inâre,اناره
inâyât,عنایات
inâyet,عنایت
incizâb,انجذاب
ind,عند
indî,عندی
indifâ,اندفاع
ineb,عنب
infâk,انفاق
infâz,انفاذ
infiâl,انفعال
infikâk,انفكاک
infilâk,انفلاق
infirâd,انفراد
infisâl,انفصال
inhibât,انهباط
inhidâm,انهدام
inhilâl,انحلال
inhimâk,انهماک
inhinâ,انحنا
inhirâf,انحراف
inhisâf,انخساف
inhisâr,انحصار
inhitat,انحطاط
inhizâm,انهزام
in'ikâd,انعقاد
in'ikâs,اهعكاس
in'itâf,انعطاف
inkâr,انكار
inkılâb,انقلاب
inkıtâ,انقطاع
inkıyâd,انقياد
inkızâ,انقضا
inkibâz,انقباض
inkirâz,انقراض
inkisâm,انقسام
inkisâr,انكسار
inkişâf,انكشاف
insâf,انصاف
insânî,انسانى
insaniyu'l-merkez,انسانى المركز
insâniyyet,انسانيت
insicâm,انسجام
insiyâk,انسياق
insiyâkî,انسياقى
insücin,انس و جن
inşâ,انشا
inşiâb,انشعاب
inşikâk,انشقاق
inşirâh,انشراح
intâc,انتاج
intâk,انطاق
intânî,انتانى
intibâ,انطباع
intibâh,انتباه
intibâk,انطباق
intifâ,انطفا
intifâ',انتفاع
intihâ,انتها
intihâb,انتخاب
intihâbât,انتخابات
intihâl,انتحال
intihâr,انتحار
intikâd,انتقاد
intikâl,انتقال
intikâm,انتقام
intikâmcû,انتقام جو
intisâb,انتساب
intişâr,انتشار
intizâ',انتزاع
intizâm,انتظام
intizamperver,انتظام پرور
intizâr,انتظار
inzâl,انزال
inzibât,انضباط
inzimâm,انضمام
inzivâ,انزوا
inzivagâh,انزواگاه
îrâd,ایراد
irâde,اراده
irâdet,ارادت
irâ'e,ارائه
îrânî,ایرانى
i'râz,اعراض
ircâ',ارجاع
irfân,عرفان
irfanperver,عرفان پرور
irs,ارث
irsâl,ارسال
irsen,ارثا
irsî,ارثى
irsiyyet,ارثيت
irşâd,ارشاد
irtiâş,ارتعاش
irtibât,ارتباط
irticâ,ارتجاع
irticakâr,ارتجاعكار
irticâlen,ارتجالا
irtidâd,ارتداد
irtifâ,ارتفاع
irtihâl,ارتحال
irtikâ,ارتقا
irtikâb,ارتكاب
irtişâ,ارتشا
irtizâk,ارتزاق
irzâ,ارضا
irzâ',ارضاع
isâbet,اصابت
is'âd,اصعاد
isâet,اسائت
îsâl,ایصال
isâle,اساله
is'âr,اسعار
isbât,اثبات
îsevî,عيسوی
îseviyyet,عيسویت
isfenc,اسفنج
ishâl,اسهال
iskân,اسكان
iskat,اسقاط
iskât,اسكات
islâm,اسلام
islâmiyyet,اسلاميت
ism,اسم
ismet,عصمت
isnâ'aşer,اثنى عشر
isnâd,اسناد
isneyn,اثنين
isrâf,اسراف
istî'âb,استيعاب
istiâne,استعانه
istib'âd,استبعاد
istibdâd,استبداد
istibdâdkâr,استبدادكار
isticâbet,استجابت
isti'câl,استعجال
istid'â,استدعا
istîdâd,استعداد
istid'ânâme,استدعانامه
istidlâl,استدلال
isti'fâ,استعفا
istifâdebahş,استفاده بخش
istifhâm,استفهام
istifrâğ,استفراغ
istigâse,استغاثه
istiğnâ,استغنا
istiğrâk,استغراق
istihâle,استحاله
istihâre,استخاره
istihâse,استحاثه
istihbâr,استخبار
istihbârât,استخبارات
istihdâf,استهداف
istihdâm,استخدام
istihfâf,استخفاف
istihfâfkâr,استخفافكار
istihkak,استحقاق
istihkâm,استحكام
istihkâr,استحقار
istihlâk,استهلاک
istihmâm,استحمام
istihrâc,استخراج
istihsâl,استحصال
istihsân,استحسان
istihyâ,استحيا
istihzâ,استهزا
istihzâr,استحضار
isti'kâf,اسعكاف
istikâmet,استقامت
istikbâh,استقباح
istikbâl,استقبال
istikbâr,استكبار
istikfâf,استكفاف
istiklâl,استقلال
istikmâl,استكمال
istikrâh,استكراه
istikrâr,استقرار
istikrâz,استقراض
istikşâf,استكشاف
istîlâ,استيلا
isti'lâm,استعلام
istilzâm,استلزام
istimâ',استماع
isti'mâl,استعمال
istimdâd,استمداد
istimhâl,استمهال
istimlâk,استملاک
istimnâ',استمناء
istimrâr,استمرار
istinâd,استناد
istinâden,استنادا
istinadgâh,استنادگاه
istînâf,استيناف
istinbât,استنباط
istinkâf,استنكاف
istinşâk,استنشاق
istintâk,استنطاق
istirâhat,استراحت
istirdâd,استرداد
istirhâm,استرحام
istirhamkâr,استرحامكار
istiskâ,استسقا
istiskâl,استثقال
istisnâ,استثنا
istisnâ'î,استثنائى
istişâre,استشاره
istişhâd,استشهاد
istitâat,استطاعت
istitâr,استتار
istitrâden,استطرادا
istivâ,استوا
istiz'âf,استضعاف
istîzâh,استيضاح
istîzân,استيذان
isyân,عصيان
îş,عيش
işâa,اشاعه
iş'âr,اشعار
işârât,اشارات
işâret,اشارت
işâreten,اشارة
işbâ',اشباع
işgâl,اشغال
işhâd,اشهاد
işkence,اشكنجه
işmi'zâz,اشمئزاز
işrâk,اشراق
işrâkî,اشراقى
işret,عشرت
işrîn,عشرین
iştiâl,اشتعال
iştibâh,اشتباه
iştigâl,اشتغال
iştihâ,اشتها
iştihâengîz,اشتها انگيز
iştihâr,اشتهار
iştikâk,اشتقاق
iştimâl,اشتمال
iştirâ,اشترا
iştirâk,اشتراک
iştirâkiyye,اشتراكيه
iştiyâk,اشتياق
işve,عشوه
işvebâz,عشوه باز
işveger,عشوه گر
işvekâr,عشوه كار
i'tâ,اعطا
itâat,اطاعت
itâb,عتاب
i'tâk,اعتاق
itâle,اطاله
it'âm,اطعام
itbâ,اتباع
itfâ,اطفا
itfâiyye,اطفائيه
ithâf,اتحاف
itham,اتهام
ithâm,اتهام
itibâr,اعتبار
itibâren,اعتبارا
itibârî,اعتباری
itidâl,اعتدال
itikâd,اعتقاد
itikâdât,اعتقادات
itikadiyât,اعتقادیات
i'tikâf,اعتكاف
i'tilâ,اعتلا
itilâf,ائتلاف
itilafkâr,ائتلافكار
itimâd,اعتماد
itimâden,اعتمادا
itimâdnâme,اعتمادنامه
itinâ,اعتنا
itinakâr,اعتناكار
itirâf,اعتراف
itisâf,اعتساف
itiyâd,اعتياد
i'tizâl,اعتزال
itizâm-ı mâ lâ yelzem,التزام ما لا یلزم
i'tizâr,اعتذار
itkân,اتقان
itlâf,اتلاف
itmâm,اتمام
itmînân,اطمينان
ittibâ,اتباع
ittibâen,اتباعا
ittifâk,اتفاق
ittifâken,اتفاقا
ittifâkî,اتفاقى
ittihâd,اتحاد
ittihâd-ı islâm,اتحاد اسلام
ittihâm,اتهام
ittihâz,اتخاذ
ittikâ,اتكا
ittisâ,اتساع
ittisâl,اتصال
ityân,اتيان
ivaz,عوض
ivazan,عوضا
i'vicâc,اعوجاج
iyâbüzihâb,عياب و ذهاب
iyâl,عيال
iyân,عيان
izâbe,اذابه
izâe,اضائه
iz'âf,اضعاف
izâfe,اضافه
izâfet,اضافت
izâfeten,اضافة
izâfî,اضافى
izâfiyyet,اضافيت
îzâh,ایضاح
îzâhât,ایضاحات
îzâhen,ایضاحا
izâle,ازاله
izâm,عظام
i'zâm,اعزام
iz'ân,اذعان
izâr,ازار
izâr,عذار
i'zâz,اعزاز
izdihâm,ازدحام
izdivâc,ازدواج
izdiyâd,ازدیاد
îzed,ایزد
izhâr,اظهار
izin,اذن
izkâr,اذكار
izlâl,اذلال
izmihlâl,اضمحلال
izn,اذن
izz,عز
izzet,عزت
jâj,ژاژ
jâjhây,ژاژخای
jâle,ژاله
jeng,ژنگ
jengâr,ژنگار
jerf,ژرف
jerfâ,ژرفا
jerfbîn,ژرف بين
jinde,ژنده
jindepûş,ژنده پوش
jiyân,ژیان
jülîde,ژوليده
ka'b,كعب
kabâ,قبا
kabahat,قباحت
kabâih,قبائح
kabâil,قبائل
kabîh,قبيح
kabîl,قبيل
kâbil,قابل
kabîle,قبيله
kâbile,قابله
kâbil-i kıyas,قابل قياس
kâbiliyet,قابليت
kâbiliyyât,قابليات
kâbin,كابين
kabir,قبر
kabl,قبل
kablelmîlad,قبل الميلاد
kablettârih,قبل التاریخ
kablettarihî,صبل التاریخى
kabr,قبر
kabristan,قبرستان
kabul,قبول
kâbûs,كابوس
kabz,قبض
kabza,قبضه
kâc,كاج
kad,قد
kadd,قد
kadeh,قدح
kadem,قدم
kademe,قدمه
kader,قدر
kadh,قدح
kadı,قاضى
kadid,قدید
kâdilkudât,قاضى القضات
kadim,قدیم
kadîmen,قدیما
kadîr,قدیر
kâdir,قادر
kadirdân,قدردان
kadirşinâs,قدرشناس
kadr,قدر
kadrdân,قدردان
kadrşinâs,قدرشناس
kafâ,قفا
kafes,قفس
kâffe,كافه
kâfi,كافى
kâfile,قافله
kafiyeperdâz,قافيه پرداز
kâğıd,كاغد
kâh,كاخ
kâh,كاه
kahbe,قحبه
kâhgil,كاهگل
kahhar,قهار
kahır,قهر
kâhil,كاهل
kâhin,كاهن
kâhir,قاهر
kahpe,قحبه
kahr,قهر
kahraman,قهرمان
kahrübâ,كاهربا
kaht,قحط
kahve,قهوه
kâid,قائد
kâide,قاعده
kâideten,قاعدة
kâil,قائل
kâim,قائم
kâime,قائمه
kâimmakam,قائم مقام
kâin,كائن
kâinât,كائنات
kâkül,كاكل
kal',قلع
kâl,قال
kal'a,قلعه
kâlâ,كالا
kalb,قلب
kalb,قلب
kalbî,قلبى
kalbüd,كالبد
kalbzen,قلب زن
kalem,قلم
kalemkârî,قلمكاری
kalemrev,قلمرو
kâlıb,قالب
kalil,قليل
kallâş,قلاش
kalyân,قليان
kâm,كام
kamer,قمر
kameriyye,قمریه
kâmet,قامت
kâmil,كامل
kâmilen,كاملا
kamîs,قميص
kâmkâr,كامكار
kamus,قاموس
kâmyâb,كامياب
kân,كان
kanâat,قناعت
kanât,قنات
kand,قند
kâni,قانع
kannâd,قناد
kantar,قنطار
kanun,قانون
kânûn,كانون
kanunî,قانونى
ka'r,قعر
kâr,كار
karâbet,قرابت
karâin,قرائن
karar,قرار
karargîr,قرارگير
kârbân,كاربان
kârd,كارد
kârdân,كاردان
kârgâh,كارگاه
kârger,كارگر
karha,قرحه
kârhane,كارخانه
kâr-ı kadim,كار قدیم
kâri',قارء
kâria,قارئه
karîb,قریب
karîben,قریبا
karîha,قریحه
kâri'în,قارئين
karin,قرین
karîne,قرینه
kâriz,كاریز
