Türkçe,Osmanlıca
dâmene,دامنه
dâmengîr,دامن گير
dâmengîr,دامن گير
dâmgâh,دامگاه
dâmgâh,دامگاه
dân,دان
dân,دان
dân,دان
dân,دان
dânâ,دانا
dânâ,دانا
dâne,دانه
dâne,دانه
dânende,داننده
dânende,داننده
dâng,دانگ
dâng,دانگ
dâniş,دانش
dâniş,دانش
dânişâmûz,دانش آموز
dânişâmûz,دانش آموز
dânişgâh,دانشگاه
dânişgâh,دانشگاه
dânişmend,دانشمند
dânişmend,دانشمند
dânişver,دانشور
dânişver,دانشور
dâr,دار
dâr,دار
dâr,دار
dâr,دار
dâr,دار
dâr,دار
dârâ,دارا
dârâ,دارا
darabân,ضربان
darabân,ضربان
darabât,ضربات
darabât,ضربات
darb,ضرب
darb,ضرب
darbe,ضربه
darbe,ضربه
darbhâne,ضرب خانه
darbhâne,ضرب خانه
darbımesel,ضرب مثل
darbımesel,ضرب مثل
dârçîn,دارچين
dârçîn,دارچين
dârende,دارنده
dârende,دارنده
darîr,ضریر
darîr,ضریر
dârû,دارو
dârû,دارو
dârûhâne,داروخانه
dârûhâne,داروخانه
dârülaceze,دارالعجزه
dârülaceze,دارالعجزه
dârülbedâyi,دارالبدایع
dârülbedâyi,دارالبدایع
dârülelhân,دارالالحان
dârülelhân,دارالالحان
dârüleytâm,دارالایتام
dârüleytâm,دارالایتام
dârülfünun,دارالفنون
dârülfünun,دارالفنون
dârülhilâfe,دارالخلافه
dârülhilâfe,دارالخلافه
dârülkütüb,دارالکتب
dârülkütüb,دارالکتب
dârülmuallimât,دارالمعلمات
dârülmuallimât,دارالمعلمات
dârülmuallimîn,دارالمعلمين
dârülmuallimîn,دارالمعلمين
dârülmülk,دارالملک
dârülmülk,دارالملک
dârülvilâde,دارالولاده
dârülvilâde,دارالولاده
dârüssaltana,دارالسلطنه
dârüssaltana,دارالسلطنه
dârüsselam,دارالسلام
dârüsselam,دارالسلام
dâs,داس
dâs,داس
dâstân,داستان
dâstân,داستان
dâstânî,داستانی
dâstânî,داستانی
dâ'ussıla,داء الصله
dâ'ussıla,داء الصله
davâ,دعوی
davâ,دعوی
dâver,داور
dâver,داور
davet,دعوت
davet,دعوت
dâye,دایه
dâye,دایه
dâyin,داین
dâyin,داین
deâvî,دعاوی
deâvî,دعاوی
debbağ,دباغ
debbağ,دباغ
debdebe,دبدبه
debdebe,دبدبه
debir,دبير
debir,دبير
ded,دد
ded,دد
def,دف
def,دف
def',دفع
def',دفع
def'a,دفعه
def'a,دفعه
defaât,دفعات
defaât,دفعات
defâin,دفائن
defâin,دفائن
def'aten,دفعة
def'aten,دفعة
defâtir,دفاتير
defâtir,دفاتير
define,دفينه
define,دفينه
defn,دفن
defn,دفن
defter,دفتر
defter,دفتر
defterdâr,دفتردار
defterdâr,دفتردار
defzen,دفزن
defzen,دفزن
değirmi,دكرمى
değirmi,دكرمى
deh,ده
deh,ده
dehâ,دها
dehâ,دها
dehâlet,دخالت
dehâlet,دخالت
dehâlîz,دهاليز
dehâlîz,دهاليز
dehân,دهان
dehân,دهان
dehânbeste,دهان بسته
dehânbeste,دهان بسته
dehen,دهن
dehen,دهن
dehliz,دهليز
dehliz,دهليز
dehr,دهر
dehr,دهر
dehrî,دهری
dehrî,دهری
dehriyye,دهریه
dehriyye,دهریه
dehşetâver,دهشت آور
dehşetâver,دهشت آور
dehşetengîz,دهشت انگيز
dehşetengîz,دهشت انگيز
dekâkîn,دکاکين
dekâkîn,دکاکين
delâil,دلائل
delâil,دلائل
delâlet,دلالت
delâlet,دلالت
delîl,دليل
delîl,دليل
delk,دلق
delk,دلق
dellâk,دلاک
dellâk,دلاک
dellâl,دلال
dellâl,دلال
delv,دلو
delv,دلو
dem,دم
dem,دم
dem,دم
dem,دم
demâdem,دمادم
demâdem,دمادم
dembedem,دمبدم
dembedem,دمبدم
demsâz,دمساز
demsâz,دمساز
denâet,دنائت
denâet,دنائت
dendân,دندان
dendân,دندان
dendanmüzd,دندان مزد
dendanmüzd,دندان مزد
denî,دنی
denî,دنی
deniz,دڭيز
deniz,دڭيز
denli,دڭلى
denli,دڭلى
der,در
der,در
derâhim,دراهم
derâhim,دراهم
derakab,درعقب
derakab,درعقب
derâmed,در آمد
derâmed,در آمد
derâz,دراز
derâz,دراز
derbân,دربان
derbân,دربان
derbâr,دربار
derbâr,دربار
derbeder,دربدر
derbeder,دربدر
derbend,دربند
derbend,دربند
derc,درج
derc,درج
derd,درد
derd,درد
derdâ,دردا
derdâ,دردا
derdest,دردست
derdest,دردست
derdiser,درد سر
derdiser,درد سر
derdmend,دردمند
derdmend,دردمند
derecât,درجات
derecât,درجات
derece,درجه
derece,درجه
derekât,درکات
derekât,درکات
dereke,درکه
dereke,درکه
derende,درنده
derende,درنده
dergâh,درگاه
dergâh,درگاه
derhâl,درحال
derhâl,درحال
derhâst,درخواست
derhâst,درخواست
derhâtır,در خاطر
derhâtır,در خاطر
derhor,درخور
derhor,درخور
derîçe,دریچه
derîçe,دریچه
derk,درك
derk,درك
derkenâr,درکنار
derkenâr,درکنار
dermân,درمان
dermân,درمان
dermânde,درمانده
dermânde,درمانده
dermeyân,درميان
dermeyân,درميان
derpîş,درپيش
derpîş,درپيش
derrâk,دراک
derrâk,دراک
derre,دره
derre,دره
dersaadet,در سعادت
dersaadet,در سعادت
dershân,درسخوان
dershân,درسخوان
der-uhte,درعهده
der-uhte,درعهده
derûn,درون
derûn,درون
derûnî,درونی
derûnî,درونی
dervâze,دروازه
dervâze,دروازه
dervîş,درویش
dervîş,درویش
dervîşân,درویشان
dervîşân,درویشان
deryâ,دریا
deryâ,دریا
deryâdil,دریادل
deryâdil,دریادل
deryâneverd,دریانورد
deryâneverd,دریانورد
derzî,درزی
derzî,درزی
desâis,دسائس
desâis,دسائس
desîse,دسيسه
desîse,دسيسه
desîsekâr,دسيسه کار
desîsekâr,دسيسه کار
deşne,دشنه
deşne,دشنه
dessâs,دساس
dessâs,دساس
dest,دست
dest,دست
deşt,دشت
deşt,دشت
destân,دستان
destân,دستان
destâr,دستار
destâr,دستار
destâvîz,دستاویز
destâvîz,دستاویز
destbedest,دست بدست
destbedest,دست بدست
destbûs,دست بوس
destbûs,دست بوس
destbûsî,دست بوسی
destbûsî,دست بوسی
deste,دسته
deste,دسته
destere,دستره
destere,دستره
destgâh,دستگاه
destgâh,دستگاه
destgîr,دستگير
destgîr,دستگير
destî,دستی
destî,دستی
destkâr,دستکار
destkâr,دستکار
destmâl,دستمال
destmâl,دستمال
destmüzd,دست مزد
destmüzd,دست مزد
destres,دسترس
destres,دسترس
destûr,دستور
destûr,دستور
devâ,دواء
devâ,دواء
devâbb,دواب
devâbb,دواب
devâir,دوائر
devâir,دوائر
devâm,دوام
devâm,دوام
devâsâz,دواساز
devâsâz,دواساز
devât,دوات
devât,دوات
devâvîn,دواوین
devâvîn,دواوین
deverân,دوران
deverân,دوران
devlet,دولت
devlet,دولت
devr,دور
devr,دور
devrân,دوران
devrân,دوران
devre,دوره
devre,دوره
dey,دی
dey,دی
deyn,دین
deyn,دین
deyr,دیر
deyr,دیر
dî,دي
dî,دي
dîbâ,دیبا
dîbâ,دیبا
dîbâce,دیباجه
dîbâce,دیباجه
dicâce,دجاجه
dicâce,دجاجه
dîdâr,دیدار
dîdâr,دیدار
dîde,دیده
dîde,دیده
dîde,دیده
dîde,دیده
dîdegân,دیدگان
dîdegân,دیدگان
dîg,دیگ
dîg,دیگ
diger,دگر
diger,دگر
dîgergûn,دگرگون
dîgergûn,دگرگون
dîgerkâm,دیگرکام
dîgerkâm,دیگرکام
dih,ده
dih,ده
dihât,دهات
dihât,دهات
dihhodâ,دهخدا
dihhodâ,دهخدا
dihkân,دهقان
dihkân,دهقان
dikkat,دقت
dikkat,دقت
dil,دل
dil,ديل
dil,دل
dil,ديل
dıl',ضلع
dıl',ضلع
dilârâ,دل آرا
dilârâ,دل آرا
dilâşûb,دل آشوب
dilâşûb,دل آشوب
dilâver,دلاور
dilâver,دلاور
dilâvîz,دلاویز
dilâvîz,دلاویز
dilâzâr,دل آزار
dilâzâr,دل آزار
dilâzürde,دل آزرده
dilâzürde,دل آزرده
dilbâz,دلباز
dilbâz,دلباز
dilbend,دلبند
dilbend,دلبند
dilber,دلبر
dilber,دلبر
dilbeste,دلبسته
dilbeste,دلبسته
dilcû,دلجو
dilcû,دلجو
dildâde,دل داده
dildâde,دل داده
dildâr,دلدار
dildâr,دلدار
dildüzd,دل دزد
dildüzd,دل دزد
dilefgâr,دل افگار
dilefgâr,دل افگار
dilefrûz,دل افروز
dilefrûz,دل افروز
dilfigâr,دل فگار
dilfigâr,دل فگار
dilfirîb,دل فریب
dilfirîb,دل فریب
dilgîr,دلگير
dilgîr,دلگير
dilgüdâz,دل گداز
dilgüdâz,دل گداز
dilgüşâ,دلگشا
dilgüşâ,دلگشا
dilhâh,دلخواه
dilhâh,دلخواه
dilhaste,دلخواسته
dilhaste,دلخواسته
dilhırâş,دل خراش
dilhırâş,دل خراش
dilhûn,دلخون
dilhûn,دلخون
dilîr,دلير
dilîr,دلير
dilkeş,دلکش
dilkeş,دلکش
dilnişîn,دلنشين
dilnişîn,دلنشين
dilnüvaz,دل نواز
dilnüvaz,دل نواز
dilpesend,دل پسند
dilpesend,دل پسند
dilrübâ,دلربا
dilrübâ,دلربا
dilşâd,دلشاد
dilşâd,دلشاد
dilşikâr,دل شکار
dilşikâr,دل شکار
dilşiken,دل شکن
dilşiken,دل شکن
dilşikeste,دل شکسته
dilşikeste,دل شکسته
dilsûhte,دل سوخته
dilsûhte,دل سوخته
dilsûz,دلسوز
dilsûz,دلسوز
dilteng,دل تنگ
dilteng,دل تنگ
dilteşne,دل تشنه
dilteşne,دل تشنه
dimâğ,دماغ
dimâğ,دماغ
dindârî,دینداری
dindârî,دینداری
dînen,دینا
dînen,دینا
dînî,دینی
dînî,دینی
dîr,دیر
dîr,دیر
dirahşân,درخشان
dirahşân,درخشان
diraht,درخت
diraht,درخت
dırâz,دراز
dırâz,دراز
direfş,درفش
direfş,درفش
direm,درم
direm,درم
diriğ,دريغ
dirîğ,دریغ
dirîğ,دریغ
diriğa,دريغا
dirîğâ,دریغا
dirîğâ,دریغا
dîrîn,دیرین
dîrîn,دیرین
dîrîne,دیرینه
dîrîne,دیرینه
dîşeb,دیشب
dîşeb,دیشب
dîvân,دیوان
dîvân,دیوان
dîvâne,دیوانه
dîvâne,دیوانه
dîvânegî,دیوانگی
dîvânegî,دیوانگی
dîvâr,دیوار
dîvâr,دیوار
diyâr,دیار
diyâr,دیار
dizdâr,دزدار
dizdâr,دزدار
doğu,طوغى
doğu,طوغى
dost,دوست
dost,دوست
dostâne,دوستانه
dostâne,دوستانه
dostî,دوستی
dostî,دوستی
dostkâm,دوستکام
dostkâm,دوستکام
dü,دو
dü,دو
dü,دو
dü,دو
duâgû,دعاگو
duâgû,دعاگو
dübâre,دوباره
dübâre,دوباره
dübb,دب
dübb,دب
dübür,دبر
dübür,دبر
dücâce,دجاجه
dücâce,دجاجه
dûçâr,دچار
dûçâr,دچار
dûd,دود
dûd,دود
dûd,دود
dûd,دود
dûde,دوده
dûde,دوده
düdil,دودل
düdil,دودل
dûdmân,دودمان
dûdmân,دودمان
dûğ,دوغ
dûğ,دوغ
duhân,دخان
duhân,دخان
duht,دخت
duht,دخت
duhter,دختر
duhter,دختر
duhûl,دخول
duhûl,دخول
dühül,دهل
dühül,دهل
duhûliye,دخوليه
duhûliye,دخوليه
dühûr,دهور
dühûr,دهور
düm,دم
düm,دم
dümbâl,دنبال
dümbâl,دنبال
dümel,دمل
dümel,دمل
dumûr,دمور
dumûr,دمور
dümûy,دوموی
dümûy,دوموی
dûn,دون
dûn,دون
dünbâl,دنبال
dünbâl,دنبال
dünbek,دنبک
dünbek,دنبک
dünîm,دونيم
dünîm,دونيم
dûnperver,دون پرور
dûnperver,دون پرور
dünyâ,دنيا
dünyâ,دنيا
dünyâperest,دنياپرست
dünyâperest,دنياپرست
dünyevî,دنيوی
dünyevî,دنيوی
dûr,دور
dûr,دور
dûrbîn,دوربين
dûrbîn,دوربين
dürc,درج
dürc,درج
dürd,درد
dürd,درد
dürdâne,دردانه
dürdâne,دردانه
dûrdest,دوردست
dûrdest,دوردست
dürdkeş,دردکش
dürdkeş,دردکش
dûrendîş,دوراندیش
dûrendîş,دوراندیش
dürer,درر
dürer,درر
dûrî,دوری
dûrî,دوری
dürr,در
dürr,در
dürrâ'a,دراعه
dürrâ'a,دراعه
dürre,دره
dürre,دره
dürû,دورو
dürû,دورو
durûb-i emsâl,ضروب امثال
durûb-i emsâl,ضروب امثال
durûd,درود
durûd,درود
dürûğ,دروغ
dürûğ,دروغ
dürûğzen,دروغ زن
dürûğzen,دروغ زن
dürûs,دروس
dürûs,دروس
dürüst,درست
dürüst,درست
dürüşt,درشت
dürüşt,درشت
dûş,دوش
dûş,دوش
dûş,دوش
dûş,دوش
düşenbe,دوشنبه
düşenbe,دوشنبه
düşine,دوشينه
düşine,دوشينه
dûşîze,دوشيزه
dûşîze,دوشيزه
düşmen,دشمن
düşmen,دشمن
düşnâm,دشنام
düşnâm,دشنام
dûst,دوست
dûst,دوست
düstûr,دستور
düstûr,دستور
düşvâr,دشوار
düşvâr,دشوار
düvâzdeh,دوازده
düvâzdeh,دوازده
düvel,دول
düvel,دول
düvist,دویست
düvist,دویست
düvüm,دوم
düvüm,دوم
düyûn,دیون
düyûn,دیون
dûzah,دوزخ
dûzah,دوزخ
düzd,دزد
düzd,دزد
düzdî,دزدی
düzdî,دزدی
düzdîde,دزدیده
düzdîde,دزدیده
eâcîb,اعاجب
eâcîb,اعاجب
eamm,اعم
eamm,اعم
eâzım,اعاظم
eâzım,اعاظم
eazz,اعز
eazz,اعز
eb,اب
eb,اب
eba,ابا
ebâbil,ابابيل
ebâbil,ابابيل
ebad,ابعاد
ebad,ابعد
eb'ad,ابعد
eb'ad,ابعد
eb'âd,ابعاد
eb'âd,ابعاد
ebalis,اباليس
ebâtil,اباطل
ebâtil,اباطل
ebced,ابجد
ebced,ابجد
ebced,ابجد
ebcedhân,ابجدخوان
ebcedhân,ابجدخوان
ebdâl,ابدال
ebdâl,ابدال
ebdan,ابدلن
ebdân,ابدان
ebdân,ابدان
ebe,ابه
ebe'ancedin,اباعن‌‌جد
ebed,ابد
ebed,ابد
ebed,ابد
ebed,ابد
ebeden,ابدا
ebeden,ابدا
ebeden,ابدا
ebedi,ابدى
ebedî,ابدی
ebedî,ابدی
ebediyet,ابديت
ebediyyen,ابدیا
ebediyyen,ابدیا
ebediyyet,ابدیت
ebediyyet,ابدیت
ebe gümeci,ابه‌كومجى
ebeveyn,ابوین
ebeveyn,ابوین
ebeveyn,ابوين
ebhar,ابحار
ebhâr,ابحار
ebhâr,ابحار
ebhâs,ابحاث
ebhâs,ابحاث
ebhire,ابخرة
ebhur,ابحر
ebî,ابی
ebî,ابی
ebkâr,ابكار
ebkem,ابکم
ebkem,ابکم
eblağ,ابلغ
eblak,ابلق
eblak,ابلق
ebleh,ابله
ebleh,ابله
ebleh,ابله
eblehâne,ابلهانه
eblehâne,ابلهانه
eblehî,ابلهی
eblehî,ابلهی
ebna,ابنا
ebnâ,ابنا
ebnâ,ابنا
ebnayi sebil,ابناى‌سبيل
ebniye,ابنيه
ebniye,ابنيه
ebniyye,ابنيه
ebniyye-i hayriye,ابنيه‌خيريه
ebr,ابر
ebr,ابر
ebr,ابر
ebrâlûd,ابرآلود
ebrâlûd,ابرآلود
ebrar,ابرار
ebrâr,ابرار
ebrâr,ابرار
ebras,ابرص
ebred,ابرد
ebred,ابرد
ebreş,ابرش
ebreş,ابرش
ebrişüm,ابریشم
ebrişüm,ابریشم
ebru,ابرو
ebrû,ابرو
ebrû,ابرو
ebsar,ابصار
ebsâr,ابصار
ebsâr,ابصار
ebtal,ابطال
ebu,ابو
ebülbeşer,ابوالبشر
ebülbeşer,ابوالبشر
ebusina,ابوسينا
ebvab,ابواب
ebvâb,ابواب
ebvâb,ابواب
ebyad,ابيض
ebyat,ابيات
ebyât,ابيات
ebyât,ابيات
ebyaz,ابيض
ebyaz,ابيض
ebyen,ابين
ecanib,اجانب
ecânib,اجانب
ecânib,اجانب
ecbal,اجبال
ecdad,اجداد
ecdâd,اجداد
ecdâd,اجداد
ecel,اجل
ecel,اجل
ecell,اجل
ecell,اجل
echel,اجهل
echel,اجهل
echelüminkaragöz,اجهل من قره گوز
echelüminkaragöz,اجهل من قره گوز
ecir,اجر
ecir,اجر
ecnâs,اجناس
ecnâs,اجناس
ecnebi,اجنبى
ecnebî,اجنبی
ecnebî,اجنبی
ecr,اجر
ecr,اجر
ecrâm,اجرام
ecrâm,اجرام
ecsâd,اجساد
ecsâd,اجساد
ecsâm,اجسام
ecsâm,اجسام
ecvef,اجوف
ecvef,اجوف
ecvibe,اجوبه
ecvibe,اجوبه
eczâ,اجزا
eczâ,اجزا
eczâhâne,اجزاخانه
eczâhâne,اجزاخانه
edâ,ادا
edâ,ادا
edeb,ادب
edeb,ادب
edebî,ادبي
edebî,ادبي
edevât,ادوات
edevât,ادوات
edîb,ادیب
edîb,ادیب
edîbe,ادیبه
edîbe,ادیبه
edille,ادله
edille,ادله
edîm,ادیم
edîm,ادیم
ed'iye,ادعيه
ed'iye,ادعيه
ednâ,ادنی
ednâ,ادنی
edvâr,ادوار
edvâr,ادوار
edviye,ادویه
edviye,ادویه
edyân,ادیان
edyân,ادیان
edyâr,ادیار
edyâr,ادیار
ef'âl,افعال
ef'âl,افعال
efâzıl,افاضل
efâzıl,افاضل
efdal,افضل
efdal,افضل
efgân,افغان
efgân,افغان
ef'î,افعی
ef'î,افعی
efkâr,افکار
efkâr,افکار
eflâk,افلاک
eflâk,افلاک
eflâtun,افلاطون
eflâtun,افلاطون
efrâd,افراد
efrâd,افراد
efrenc,افرنج
efrenc,افرنج
efsâne,افسانه
efsâne,افسانه
efsâr,افسار
efsâr,افسار
efser,افسر
efser,افسر
efser,افسر
efser,افسر
efsun,افسون
efsun,افسون
efsunger,افسونگر
efsunger,افسونگر
efsürde,افسرده
efsürde,افسرده
efşüre,افشره
efşüre,افشره
efsûs,افسوس
efsûs,افسوس
efvâc,افواج
efvâc,افواج
efvâh,افواه
efvâh,افواه
efyûn,افيون
efyûn,افيون
efzâr,افزار
efzâr,افزار
efzâyiş,افزایش
efzâyiş,افزایش
efzûn,افزون
efzûn,افزون
eger,اگر
eger,اگر
ehad,احد
ehad,احد
ehâdîs,احادیث
ehâdîs,احادیث
ehadiyyet,احدیت
ehadiyyet,احدیت
ehâlî,اهالی
ehâlî,اهالی
ehass,اخص
ehass,اخص
ehdâf,اهداف
ehdâf,اهداف
ehemm,اهم
ehemm,اهم
ehemmiyyet,اهميت
ehemmiyyet,اهميت
ehibbâ,احبا
ehibbâ,احبا
ehil,اهل
ehil,اهل
ehl,اهل
ehl,اهل
ehliyyet,اهليت
ehliyyet,اهليت
ehrâm,اهرام
ehrâm,اهرام
ehrimen,اهرمن
ehrimen,اهرمن
ehsâs,احساس
ehsâs,احساس
ehven,اهون
ehven,اهون
ehzâb,احزاب
ehzâb,احزاب
eimme,ائمه
eimme,ائمه
eizze,اعزه
eizze,اعزه
ejder,اژدر
ejder,اژدر
ejderhâ,اژدرها
ejderhâ,اژدرها
ekâbir,اکابر
ekâbir,اکابر
ekâlîm,اقاليم
ekâlîm,اقاليم
ekall,اقل
ekall,اقل
ekalliyet,اقليت
ekalliyet,اقليت
ekârib,اقارب
ekârib,اقارب
ekâvîl,اقاویل
ekâvîl,اقاویل
ekber,اکبر
ekber,اکبر
ekdâr,اکدار
ekdâr,اکدار
ekfân,اکفان
ekfân,اکفان
ekhâl,اکحال
ekhâl,اکحال
ekîd,اکيد
ekîd,اکيد
ekîden,اکيدا
ekîden,اکيدا
ekl,اکل
ekl,اکل
ekmek,اتمك
ekmek,اكمك
ekmel,اکمل
ekmel,اکمل
eknâf,اکناف
eknâf,اکناف
eknûn,اکنون
eknûn,اکنون
ekrem,اکرم
ekrem,اکرم
ekser,اکثر
ekser,اکثر
ekserî,اکثری
ekserî,اکثری
ekseriyyâ,اکثریا
ekseriyyâ,اکثریا
